epoch,train_loss,train_iou,val_loss,val_iou
1,0.5411377310752868,0.5202251076698303,3.8149218559265137,0.11201903969049454
2,0.2959944248199463,0.7140326797962189,0.3102531135082245,0.7776017189025879
3,0.2262635424733162,0.7387507557868958,0.18500575423240662,0.8695501685142517
4,0.1878051221370697,0.7644615948200226,0.15761716663837433,0.8873302340507507
5,0.16075378954410552,0.7871342241764069,0.13924860954284668,0.8779887557029724
6,0.14695690348744392,0.7975473582744599,0.11963993310928345,0.9021155834197998
7,0.13225605413317681,0.8063366293907166,0.11354945600032806,0.9031886458396912
8,0.11842122450470924,0.8257282435894012,0.1974225491285324,0.8302536010742188
9,0.10516367480158806,0.8419018089771271,0.10858768224716187,0.9101430177688599
10,0.10950922295451164,0.8332518517971039,0.09447305649518967,0.9163262844085693
11,0.11915669143199921,0.8151876568794251,0.09168753772974014,0.9142381548881531
12,0.13557548299431801,0.7947254598140716,0.14631974697113037,0.8729106783866882
13,0.12034187093377113,0.8096851706504822,0.10900053381919861,0.9007477760314941
14,0.11494690403342248,0.8106945812702179,0.0956672951579094,0.9134998321533203
15,0.09351750463247299,0.8483576834201813,0.09134553372859955,0.9149072170257568
16,0.09115129262208939,0.8454480290412902,0.09493117779493332,0.9180285334587097
17,0.08706053420901298,0.8557117998600006,0.08689916878938675,0.9224448800086975
18,0.08347942233085633,0.8638243257999421,0.08299091458320618,0.9233184456825256
19,0.07839263454079629,0.8703063666820526,0.08214520663022995,0.9248915314674377
20,0.07683635614812374,0.8751001477241516,0.0824960246682167,0.9259723424911499
21,0.07809835337102414,0.8747327148914337,0.08316442370414734,0.9221827387809753
22,0.07594261541962624,0.8741085708141327,0.08106488734483719,0.9211966395378113
23,0.07469394020736217,0.8733196020126343,0.08269084990024567,0.9213696718215942
24,0.07381096072494983,0.8731195151805877,0.0825902447104454,0.9223353862762451
25,0.07613903470337391,0.8760729134082794,0.0788712128996849,0.9260822534561157
26,0.07195985466241836,0.8774183809757232,0.08753297477960587,0.9162648916244507
27,0.06584803573787212,0.8871282815933228,0.07828997820615768,0.9252050518989563
28,0.06114205755293369,0.8960149824619293,0.07785914838314056,0.9281732439994812
29,0.05763428136706352,0.9019858002662658,0.07859653234481812,0.9276177883148193
30,0.058593295887112616,0.8968172967433929,0.07628262788057327,0.9304019808769226
31,0.05385883077979088,0.9043444931507111,0.07700001448392868,0.930518388748169
32,0.052621553838253024,0.910652244091034,0.07781454920768738,0.9268420934677124
33,0.05060586407780647,0.9120912730693818,0.07940378040075302,0.9293408989906311
34,0.05050973817706108,0.9129662632942199,0.08213848620653152,0.9284343123435974
35,0.04701413437724113,0.9169795274734497,0.07950560748577118,0.9273216724395752
36,0.0465966559946537,0.9208563923835754,0.08499343693256378,0.923366367816925
37,0.04391760230064392,0.924131166934967,0.08061393350362778,0.9277365803718567
38,0.04386291429400444,0.9255249440670014,0.0849788710474968,0.9279486536979675
39,0.05876395404338837,0.9010758519172668,7.685898780822754,0.16020697355270386
40,0.08210347816348076,0.855595076084137,0.13155703246593475,0.8965446949005127
41,0.08891310058534145,0.8506126284599305,0.0970563143491745,0.9143171310424805
42,0.09756051525473594,0.8407880604267121,0.08781202882528305,0.9117767810821533
43,0.0804364413022995,0.8509049773216247,0.09195168316364288,0.9131746292114258
44,0.06961077190935612,0.8785137951374054,0.08244456350803375,0.92486172914505
45,0.05987446904182434,0.8932870864868164,0.07170543819665909,0.9317485690116882
46,0.05622520297765732,0.8984007954597473,0.08012053370475769,0.9267974495887756
47,0.0560066144913435,0.8969913184642792,0.10159561783075333,0.9088590145111084
48,0.0520296934992075,0.9084280729293823,0.07320360094308853,0.9326629638671875
49,0.049564146995544435,0.9095249235630035,0.07422608137130737,0.9287241101264954
50,0.04673355221748352,0.9182602822780609,0.07417630404233932,0.933050811290741
